"Atomic Number (Z)","Atomic Mass (A)","Level Index","Element","Level Energy (Modifier)","Level Energy","Level Energy (Unit)","Level Energy (Error)","Spin-Parity","Half-Life (Modifier)","Half-Life","Half-Life (Unit)","Half-Life (Error)","Decay Width (Modifier)","Decay Width","Decay Width (Unit)","Decay Width (Error)","Abundance (Modifier)","Abundance","Abundance (Error)","Mass Excess","Mass Excess (Unit)","Mass Excess (Error)","Decay Modes",
67,170,1,Ho,,120,keV,70,"(1+)",,43,s,2,,,,,,,,-56117.514,keV,86.0342975853235,"B- = 100 ",
67,171,0,Ho,,0,keV,,,,53,s,2,,,,,,,,-54517.822,keV,600.002,"B- = 100 ",
67,172,0,Ho,,0,keV,,,,25,s,3,,,,,,,,-51484,keV,196,"B- = 100 ",
67,173,0,Ho,,0,keV,,,,7.1,s,0.4,,,,,,,,-49351,keV,298,"B- = 100 ",
67,174,0,Ho,,0,keV,,"(8-)",,3.5,s,0.5,,,,,,,,-45870,keV,300,"B- = 100 ",
67,175,0,Ho,,0,keV,0,,,1.9,s,0.6,,,,,,,,-43300,keV,400,"B- = 100 0,B-N?",
67,176,0,Ho,,0,keV,0,,,,,,,,,,,,,-39390,keV,500,"B- = 100 0,B-N?",
67,177,0,Ho,,0,keV,,,,,,,,,,,,,,-36280,keV,500,"B- = 100 0,B-N?",
67,178,0,Ho,,0,keV,0,,,,,,,,,,,,,-32130,keV,500,"B- = 100 0,B-N?",
68,143,0,Er,,0,keV,,,,,,,,,,,,,,-31160,keV,400,"EC+B+?,ECP?",
68,144,0,Er,,0,keV,0,"0+",,,,,,,,,,,,-36608,keV,196,"EC+B+?,ECP?",
68,145,0,Er,,0,keV,,"(1/2+)",,0.9,s,0.3,,,,,,,,-39240,keV,200,"EC+B+ = 100 0,ECP?",
68,145,1,Er,,253,keV,,"(11/2-)",,1,s,0.2,,,,,,,,-38987,keV,200,"EC+B+ = 100 ,ECP?",
68,146,0,Er,,0,keV,,"0+",,1.7,s,0.6,,,,,,,,-44322.019,keV,6.705,"EC+B+ = 100 ,ECP?",
68,147,0,Er,,0,keV,,"(1/2+)",,3.2,s,1.2,,,,,,,,-46607.814,keV,38.191,"EC+B+ = 100 ,ECP = 0 ",
68,147,1,Er,,100,keV,50,"(11/2-)",,1.6,s,0.2,,,,,,,,-46507.814,keV,62.917028545537654,"EC+B+ = 100 ,ECP = 0 ",
68,148,0,Er,,0,keV,,"0+",,4.6,s,0.1,,,,,,,,-51478.997,keV,10.246,"EC+B+ = 100 ,ECP =~ 0.15 ",
68,149,0,Er,,0,keV,,"(1/2+)",,4,s,2,,,,,,,,-53741.621,keV,27.945,"EC+B+ = 100 ,ECP = 7 2",
68,149,1,Er,,741.8,keV,0.2,"(11/2-)",,8.9,s,0.2,,,,,,,,-52999.820999999996,keV,27.945715682372494,"EC+B+ = 96.5 0.7,ECP = 0.18 0.07,IT = 3.5 0.7",
68,150,0,Er,,0,keV,,"0+",,18.7,s,0.7,,,,,,,,-57831.323,keV,17.194,"EC+B+ = 100 ",
68,151,0,Er,,0,keV,,"(7/2-)",,23.5,s,1.3,,,,,,,,-58266.29,keV,16.47,"EC+B+ = 100 ",
68,151,1,Er,,2586,keV,0.5,"(27/2-)",,0.58,s,0.02,,,,,,,,-55680.29,keV,16.4775878088997,"IT = 95.3 0.4,EC+B+ = 4.7 0.4",
68,152,0,Er,,0,keV,,"0+",,10.2,s,0.1,,,,,,,,-60500.218,keV,8.83,"A = 90 4,EC+B+ = 10 4",
68,153,0,Er,,0,keV,,"(7/2-)",,37.1,s,0.2,,,,,,,,-60466.682,keV,9.285,"A = 53 3,EC+B+ = 47 3",
68,154,0,Er,,0,keV,,"0+",,3.72978624535316,m,0.09145661412745376,,,,,,,,-62604.974,keV,4.961,"EC+B+ = 99.53 0.13,A = 0.47 0.13",
68,155,0,Er,,0,keV,,"7/2-",,5.3,m,0.3,,,,,,,,-62209.172,keV,6.074,"EC+B+ = 99.978 0.007,A = 0.022 0.007",
68,156,0,Er,,0,keV,,"0+",,19.5,m,1,,,,,,,,-64211.683,keV,24.629,"EC+B+ =~ 100 ,A = 0.000012 0.000003",
68,157,0,Er,,0,keV,,"3/2-",,18.65,m,0.1,,,,,,,,-63413.648,keV,26.505,"EC+B+ = 100 0",
68,158,0,Er,,0,keV,,"0+",,2.26,h,0.06,,,,,,,,-65303.815,keV,25.219,"EC = 100 ",
68,159,0,Er,,0,keV,,"3/2-",,36,m,1,,,,,,,,-64561.12,keV,3.643,"EC+B+ = 100 ",
68,160,0,Er,,0,keV,,"0+",,28.58,h,0.09,,,,,,,,-66064.176,keV,24.246,"EC = 100 ",
68,161,0,Er,,0,keV,,"3/2-",,3.21,h,0.03,,,,,,,,-65201.298,keV,8.774,"EC+B+ = 100 ",
68,162,0,Er,,0,keV,,"0+",,STABLE,,,,,,,,0.139,0.005,-66334.21,keV,0.756,,
68,163,0,Er,,0,keV,,"5/2-",,75,m,0.4,,,,,,,,-65167.413,keV,4.628,"EC+B+ = 100 ",
68,164,0,Er,,0,keV,,"0+",,STABLE,,,,,,,,1.601,0.003,-65942.573,keV,0.704,,
68,165,0,Er,,0,keV,,"5/2-",,10.36,h,0.04,,,,,,,,-64521.353,keV,0.918,"EC = 100 ",
68,166,0,Er,,0,keV,,"0+",,STABLE,,,,,,,,33.503,0.036,-64924.145,keV,0.334,,
68,167,0,Er,,0,keV,,"7/2+",,STABLE,,,,,,,,22.869,0.009,-63289.256,keV,0.286,,
68,167,1,Er,,207.801,keV,0.005,"1/2-",,2.269,s,0.006,,,,,,,,-63081.455,keV,0.2860437029546359,"IT = 100 ",
68,168,0,Er,,0,keV,,"0+",,STABLE,,,,,,,,26.978,0.018,-62989.231,keV,0.262,,
68,169,0,Er,,0,keV,,"1/2-",,9.39,d,0.02,,,,,,,,-60921.163,keV,0.304,"B- = 100 ",
68,170,0,Er,,0,keV,,"0+",,STABLE,,,,,,,,14.91,0.036,-60107.514,keV,1.387,,
68,171,0,Er,,0,keV,,"5/2-",,7.516,h,0.002,,,,,,,,-57717.822,keV,1.408,"B- = 100 ",
68,172,0,Er,,0,keV,,"0+",,49.3,h,0.3,,,,,,,,-56482.578,keV,3.962,"B- = 100 ",
68,173,0,Er,,0,keV,,"(7/2-)",,1.4,m,0.1,,,,,,,,-53654,keV,196,"B- = 100 ",
68,174,0,Er,,0,keV,,"0+",,3.2,m,0.2,,,,,,,,-51949,keV,298,"B- = 100 ",
68,174,1,Er,,1111.5,keV,1,"8-",,3.9,s,0.31,,,,,,,,-50837.5,keV,298.00167784762556,"IT = 100 0",
68,175,0,Er,,0,keV,0,,,1.2,m,0.3,,,,,,,,-48652,keV,401,"B- = 100 0",
68,176,0,Er,,0,keV,,"0+",,,,,,,,,,,,-46631,keV,401,"B- = 100 0",
68,177,0,Er,,0,keV,,,,,,,,,,,,,,-42858,keV,503,"B- = 100 ",
68,178,0,Er,,0,keV,,"0+",,,,,,,,,,,,-40260,keV,596,"B- = 100 0",
68,179,0,Er,,0,keV,0,,,,,,,,,,,,,-36080,keV,500,"B- = 100 0",
68,180,0,Er,,0,keV,0,"0+",,,,,,,,,,,,-33180,keV,500,"B- = 100 0,B-N?",
69,144,0,Tm,,0,keV,-1,"(10+)",,1.9,us,+1.2-0.5,,,,,,,,-22159,keV,400.0012499980469,"P =~ 100 ",
69,145,0,Tm,,0,keV,,"(11/2-)",,3.16,us,0.16,,,,,,,,-27583,keV,196,"P = 100 0",
69,146,0,Tm,,0,keV,,"(1+)",,155,ms,20,,,,,,,,-31055,keV,200,"P =~ 100 ,EC+B+?,ECP?",
69,146,1,Tm,,300,keV,10,"(5-)",,75,ms,12,,,,,,,,-30755,keV,200.24984394500785,"P =~ 100 ,EC+B+?,ECP?",
69,146,2,Tm,,440,keV,10,"(10+)",,198,ms,3,,,,,,,,-30615,keV,200.24984394500785,"P =~ 100 ,EC+B+?,ECP?",
69,147,0,Tm,,0,keV,,"11/2-",,0.58,s,0.03,,,,,,,,-35974.407,keV,6.839,"EC+B+ = 85 5,P = 15 5",
69,148,0,Tm,,0,keV,,"(10+)",,0.7,s,0.2,,,,,,,,-38765.034,keV,10.246,"EC+B+ = 100 ,ECP?",
69,149,0,Tm,,0,keV,,"(11/2-)",,0.9,s,0.2,,,,,,,,-43940,keV,200,"EC+B+ = 100 ,ECP = 0.2 +0.2-0.1",
69,150,0,Tm,,0,keV,,"(1+)",,2.2,s,0.06,,,,,,,,-46491,keV,196,"EC+B+ = 100 ,ECP?",
69,150,1,Tm,,0,keV,,"(6-)",,2.2,s,0.06,,,,,,,,-46491,keV,196,"EC+B+ = 100 0,ECP = 1.2 +0.2-0.4",
69,151,0,Tm,,0,keV,,"(11/2-)",,4.17,s,0.1,,,,,,,,-50771.613,keV,19.375,"EC+B+ = 100 ",
69,151,1,Tm,,96.4,keV,7,"(1/2+)",,6.6,s,1.4,,,,,,,,-50675.212999999996,keV,20.600743311832222,"EC+B+ = 100 ",
69,152,0,Tm,,0,keV,0,"(9)+",,5.2,s,0.6,,,,,,,,-51720.279,keV,54.027,"EC+B+ = 100 ",
69,152,1,Tm,,0,keV,,"(2)-",,8,s,1,,,,,,,,-51720.279,keV,54.027,"EC+B+ = 100 0",
69,153,0,Tm,,0,keV,,"(11/2-)",,1.48,s,0.01,,,,,,,,-53972.61,keV,11.979,"A = 91 3,EC+B+ = 9 3",
69,153,1,Tm,,43.2,keV,0.2,"(1/2+)",,2.5,s,0.2,,,,,,,,-53929.41,keV,11.980669472112147,"A = 92 3,EC+B+ = 8 3",
69,154,0,Tm,,0,keV,,"(2-)",,8.1,s,0.3,,,,,,,,-54427.142,keV,14.412,"A = 54 5,EC+B+ = 46 5",
69,154,1,Tm,,70,keV,50,"9+",,3.3,s,0.07,,,,,,,,-54357.142,keV,52.035619954027645,"A = 58 5,EC+B+ = 42 5,IT?",
69,155,0,Tm,,0,keV,,"11/2-",,21.6,s,0.2,,,,,,,,-56625.921,keV,9.921,"EC+B+ = 99.17 0.17,A = 0.83 0.17",
69,155,1,Tm,,41,keV,6,"1/2+",,45,s,3,,,,,,,,-56584.921,keV,11.594233092361048,"EC+B+ =~ 100 ,A?",
69,156,0,Tm,,0,keV,,"2-",,83,s,2,,,,,,,,-56834.417,keV,14.279,"EC+B+ = 99.936 0.01,A = 0.064 0.01",
69,157,0,Tm,,0,keV,,"1/2+",,3.63,m,0.09,,,,,,,,-58709.279,keV,27.945,"EC+B+ = 100 ,A = 0.00075 0.00025",
69,158,0,Tm,,0,keV,,"2-",,3.98,m,0.06,,,,,,,,-58703.2,keV,25.219,"EC+B+ = 100 ",
69,159,0,Tm,,0,keV,,"5/2+",,9.13,m,0.16,,,,,,,,-60570.404,keV,27.945,"EC+B+ = 100 ",
69,160,0,Tm,,0,keV,,"1-",,9.4,m,0.3,,,,,,,,-60301.037,keV,32.686,"EC+B+ = 100 ",
69,160,1,Tm,,70,keV,20,"5",,74.5,s,1.5,,,,,,,,-60231.037,keV,38.31937624753305,"EC+B+ = 15 5,IT = 85 5",
69,161,0,Tm,,0,keV,,"7/2+",,30.2,m,0.8,,,,,,,,-61898.715,keV,27.945,"EC+B+ = 100 ",
69,161,1,Tm,,7.51,keV,0.24,"(1/2+)",,7,m,2,,,,,,,,-61891.204999999994,keV,27.94603057681001,"EC+B+?,IT?",
69,162,0,Tm,,0,keV,,"1-",,21.8,m,0.24,,,,,,,,-61477.482,keV,26.058,"EC+B+ = 100 ",
69,162,1,Tm,,130,keV,40,"5+",,24.3,s,1.7,,,,,,,,-61347.482,keV,47.739075860347356,"EC+B+ = 19 4,IT = 81 4",
69,163,0,Tm,,0,keV,,"1/2+",,1.81,h,0.005,,,,,,,,-62728.413,keV,5.515,"EC+B+ = 100 ",
69,164,0,Tm,,0,keV,,"1+",,1.95,m,0.06,,,,,,,,-61908.943,keV,25.006,"EC+B+ = 100 ",
69,164,1,Tm,,10,keV,6,"6-",,5.1,m,0.1,,,,,,,,-61898.943,keV,25.71575462629864,"EC+B+ =~ 20 ,IT =~ 80 ",
69,165,0,Tm,,0,keV,,"1/2+",,30.06,h,0.03,,,,,,,,-62930.024,keV,1.658,"EC+B+ = 100 ",
69,166,0,Tm,,0,keV,,"2+",,7.7,h,0.03,,,,,,,,-61886.478,keV,11.552,"EC+B+ = 100 ",
69,166,1,Tm,,122,keV,12,"(6-)",,348,ms,21,,,,,,,,-61764.478,keV,16.656791527782293,"IT = 100 ",
69,167,0,Tm,,0,keV,,"1/2+",,9.28,d,0.04,,,,,,,,-62543.117,keV,1.258,"EC = 100 ",
69,168,0,Tm,,0,keV,,"3+",,93.1,d,0.2,,,,,,,,-61312.379,keV,1.677,"EC+B+ = 99.99 0.007,B- = 0.01 0.007",
69,169,0,Tm,,0,keV,,"1/2+",,STABLE,,,,,,,,100,0,-61274.654,keV,0.738,,
69,170,0,Tm,,0,keV,,"1-",,128.4,d,0.3,,,,,,,,-59795.314,keV,0.732,"B- = 99.869 0.01,EC = 0.131 0.01",
69,171,0,Tm,,0,keV,,"1/2+",,701.5,d,3.3,,,,,,,,-59210.271,keV,0.972,"B- = 100 ",
69,172,0,Tm,,0,keV,,"2-",,63.6,h,0.2,,,,,,,,-57373.554,keV,5.481,"B- = 100 ",
69,173,0,Tm,,0,keV,,"(1/2+)",,8.24,h,0.08,,,,,,,,-56256.067,keV,4.4,"B- = 100 ",
69,174,0,Tm,,0,keV,,"4-",,5.4,m,0.1,,,,,,,,-53864.521,keV,44.721,"B- = 100 ",
69,174,1,Tm,,252.4,keV,0.5,"0+",,2.29,s,0.01,,,,,,,,-53612.121,keV,44.72379502010087,"IT = 98.5 ,B- = 1.5 ",
69,175,0,Tm,,0,keV,0,"(1/2+)",,15.2,m,0.5,,,,,,,,-52310.556,keV,50,"B- = 100 0",
69,176,0,Tm,,0,keV,,"(4+)",,1.853,m,0.027,,,,,,,,-49371.322,keV,100,"B- = 100 ",
69,177,0,Tm,,0,keV,,"(1/2+)",,95,s,7,,,,,,,,-47570,keV,200,"B- = 100 ",
69,177,1,Tm,,0,keV,,"(7/2-)",,77,s,11,,,,,,,,-47570,keV,200,"B- =~ 100 ,IT?",
69,178,0,Tm,,0,keV,,,,,,,,,,,,,,-44240,keV,300,"B- = 100 0",
69,179,0,Tm,,0,keV,,,,,,,,,,,,,,-41900,keV,400,"B- = 100 0",
69,180,0,Tm,,0,keV,,,,,,,,,,,,,,-38170,keV,400,"B- = 100 ,B-N?",
69,181,0,Tm,,0,keV,,,,,,,,,,,,,,-35440,keV,500,"B- = 100 0,B-N?",
70,149,0,Yb,,0,keV,,"(1/2+)",,0.7,s,0.2,,,,,,,,-33330,keV,300,"EC+B+ = 100 ,ECP = 0 ",
70,150,0,Yb,,0,keV,0,"0+",,,,,,,,,,,,-38830,keV,300,"EC+B+ = 100 0,ECP?",
70,151,0,Yb,,0,keV,,"(1/2+)",,1.6,s,0.1,,,,,,,,-41542.352,keV,300.492,"EC+B+ = 100 ,ECP = 0 ",
70,151,1,Yb,,680,keV,120,"(11/2-)",,1.6,s,0.1,,,,,,,,-40862.352,keV,323.56675055388496,"EC+B+ =~ 100 ,ECP?,IT?",
70,152,0,Yb,,0,keV,,"0+",,3.1,s,0.2,,,,,,,,-46270.386,keV,149.708,"EC+B+ = 100 ,ECP?",
70,153,0,Yb,,0,keV,,"(7/2-)",,4.2,s,0.1,,,,,,,,-47160,keV,200,"A?,EC+B+?",
70,154,0,Yb,,0,keV,,"0+",,409,ms,2,,,,,,,,-49932.093,keV,17.281,"A = 92.6 1.2,EC+B+ = 7.4 1.2",
70,155,0,Yb,,0,keV,,"(7/2-)",,1.79,s,0.02,,,,,,,,-50502.614,keV,16.6,"A = 89 4,EC+B+ = 11 5",
70,156,0,Yb,,0,keV,,"0+",,25,s,1.1,,,,,,,,-53265.538,keV,9.308,"A = 10 4,EC+B+ = 90 4",
70,157,0,Yb,,0,keV,,"7/2-",,38.6,s,1,,,,,,,,-53419.912,keV,10.905,"EC+B+ =~ 100 ,A?",
70,158,0,Yb,,0,keV,,"0+",,1.49,m,0.13,,,,,,,,-56009.62,keV,7.973,"EC+B+ = 99.9979 0.0012,A = 0.0021 0.0012",
70,159,0,Yb,,0,keV,,"5/2(-)",,1.73,m,0.09,,,,,,,,-55833.517,keV,17.582,"EC+B+ = 100 ",
70,160,0,Yb,,0,keV,,"0+",,4.8,m,0.2,,,,,,,,-58163.227,keV,5.496,"EC+B+ = 100 ",
70,161,0,Yb,,0,keV,,"3/2-",,4.2,m,0.2,,,,,,,,-57834.248,keV,15.101,"EC+B+ = 100 ",
70,162,0,Yb,,0,keV,,"0+",,18.89,m,0.18,,,,,,,,-59821.163,keV,15.103,"EC+B+ = 100 ",
70,163,0,Yb,,0,keV,,"3/2-",,11.05,m,0.25,,,,,,,,-59293.878,keV,15.105,"EC+B+ = 100 ",
70,164,0,Yb,,0,keV,,"0+",,75.8,m,1.7,,,,,,,,-61012.171,keV,15.106,"EC = 100 ",
70,165,0,Yb,,0,keV,,"5/2-",,9.8,m,0.5,,,,,,,,-60295.388,keV,26.539,"EC+B+ = 100 ",
70,166,0,Yb,,0,keV,,"0+",,56.7,h,0.1,,,,,,,,-61593.706,keV,7.001,"EC = 100 ",
70,167,0,Yb,,0,keV,,"5/2-",,17.5,m,0.1,,,,,,,,-60589.9,keV,3.96,"EC+B+ = 100 ",
70,168,0,Yb,,0,keV,,"0+",,STABLE,,,,,,,,0.123,0.003,-61579.867,keV,0.093,,
70,169,0,Yb,,0,keV,,"7/2+",,32.015,d,0.009,,,,,,,,-60375.527,keV,0.178,"EC = 100 ",
70,169,1,Yb,,24.1999,keV,0.0016,"1/2-",,46,s,2,,,,,,,,-60351.3271,keV,0.1780071908659872,"IT = 100 ",
70,170,0,Yb,,0,keV,0,"0+",,,,,,,,,,2.982,0.039,-60763.929,keV,0.01,,
70,171,0,Yb,,0,keV,,"1/2-",,STABLE,,,,,,,,14.086,0.14,-59306.818,keV,0.013,,
70,172,0,Yb,,0,keV,,"0+",,STABLE,,,,,,,,21.686,0.13,-59255.456,keV,0.014,,
70,173,0,Yb,,0,keV,,"5/2-",,STABLE,,,,,,,,16.103,0.063,-57551.234,keV,0.011,,
70,174,0,Yb,,0,keV,,"0+",,STABLE,,,,,,,,32.025,0.08,-56944.521,keV,0.011,,
70,175,0,Yb,,0,keV,0,"7/2-",,4.1615,d,0.003,,,,,,,,-54695.556,keV,0.071,"B- = 100 ",
70,176,0,Yb,,0,keV,,"0+",,STABLE,,,,,,,,12.995,0.083,-53491.322,keV,0.014,,
70,176,1,Yb,,1049.8,keV,0.6,"8-",,11.4,s,0.3,,,,,,,,-52441.522,keV,0.6001633111079017,"IT = 100 ",
70,177,0,Yb,,0,keV,,"9/2+",,1.911,h,0.003,,,,,,,,-50986.404,keV,0.22,"B- = 100 ",
70,177,1,Yb,,331.5,keV,0.3,"1/2-",,6.5,s,0.02,,,,,,,,-50654.904,keV,0.3720215047547655,"IT = 100 ",
70,178,0,Yb,,0,keV,,"0+",,74,m,3,,,,,,,,-49677.139,keV,6.588,"B- = 100 ",
70,179,0,Yb,,0,keV,,"(1/2-)",,8,m,0.4,,,,,,,,-46640,keV,200,"B- = 100 ",
70,180,0,Yb,,0,keV,,"0+",,2.4,m,0.5,,,,,,,,-44720,keV,300,"B- = 100 ",
70,181,0,Yb,,0,keV,,,,,,,,,,,,,,-41088,keV,298,"B- = 100 0",
70,182,0,Yb,,0,keV,,"0+",,,,,,,,,,,,-38900,keV,400,"B- = 100 0",
70,183,0,Yb,,0,keV,,,,,,,,,,,,,,-35000,keV,400,"B- = 100 ",
70,184,0,Yb,,0,keV,0,"0+",,,,,,,,,,,,-32600,keV,503,"B- = 100 0",
70,185,0,Yb,,0,keV,0,,,,,,,,,,,,,-28480,keV,500,"B- = 100 0",
71,150,0,Lu,,0,keV,,"(2+)",,45,ms,3,,,,,,,,-24771,keV,300,"P =~ 100 ",
71,151,0,Lu,,0,keV,,"11/2-",,79,ms,1,,,,,,,,-30300,keV,300,"EC+B+ = 0 ,P = 0 ",
71,151,1,Lu,,62,keV,5,"3/2+",,16,us,0.5,,,,,,,,-30238,keV,300.04166377354994,"P = 100 ",
71,152,0,Lu,,0,keV,,"(4-),(5-),(6-)",,650,ms,71,,,,,,,,-33422,keV,196,"EC+B+ = 100 ,ECP = 15 7",
71,153,0,Lu,,0,keV,0,"11/2-",,0.9,s,0.2,,,,,,,,-38375.462,keV,150.017,"A?,EC+B+?",
71,154,0,Lu,,0,keV,,"(2-)",,,,,,,,,,,,-39667,keV,201,"EC+B+?,ECP?,A?",
71,154,1,Lu,,59,keV,7,"(9+)",,1.12,s,0.08,,,,,,,,-39608,keV,201.12185361118767,"EC+B+ =~ 100 ,ECP?,A?",
71,155,0,Lu,,0,keV,,"11/2-",,67,ms,2,,,,,,,,-42545.056,keV,19.245,"A = 88 3,EC+B+ = 12 3",
71,155,1,Lu,,61,keV,20,"1/2+",,138,ms,8,,,,,,,,-42484.056,keV,27.755540437901765,"A = 76 16,EC+B+ = 24 16",
71,156,0,Lu,,0,keV,,"(2)-",,494,ms,12,,,,,,,,-43699.55,keV,54.122,"A =~ 100 ",
71,156,1,Lu,,0,keV,,"(10+)",,198,ms,2,,,,,,,,-43699.55,keV,54.122,"A = 100 ",
71,157,0,Lu,,0,keV,,"(1/2+),(3/2+)",,7.6,s,+2-1.9,,,,,,,,-46439.818,keV,12.074,"A = 0 ,EC+B+?",
71,157,1,Lu,,26.5,keV,5.6,"(11/2-)",,4.79,s,0.12,,,,,,,,-46413.318,keV,13.30945062727985,"EC+B+ = 94 2,A = 6 2",
71,158,0,Lu,,0,keV,,"(2)-",,10.6,s,0.3,,,,,,,,-47212.2,keV,15.125,"EC+B+ = 99.09 0.2,A = 0.91 0.2",
71,159,0,Lu,,0,keV,,,,12.1,s,1,,,,,,,,-49708.609,keV,37.663,"EC+B+ = 100 ",
71,160,0,Lu,,0,keV,,,,36.1,s,0.3,,,,,,,,-50269.942,keV,56.821,"EC+B+ = 100 ,A = 0.0001 ",
71,160,1,Lu,,0,keV,,,,40,s,1,,,,,,,,-50269.942,keV,56.821,"EC+B+ = 100 ,A?",
71,161,0,Lu,,0,keV,,"1/2+",,77,s,2,,,,,,,,-52562.349,keV,27.945,"EC+B+ = 100 ",
71,162,0,Lu,,0,keV,,"1-",,1.37,m,0.02,,,,,,,,-52831.759,keV,75.036,"EC+B+ = 100 0",
71,162,1,Lu,,0,keV,,"(4-)",,1.5,m,0,,,,,,,,-52831.759,keV,75.036,"EC+B+ = 100 ,IT?",
71,162,2,Lu,,0,keV,,"(9-)",,1.9,m,0,,,,,,,,-52831.759,keV,75.036,"EC+B+ = 100 ,IT?",
71,163,0,Lu,,0,keV,,"1/2+",,4.01,m,0.11,,,,,,,,-54791.415,keV,27.945,"EC+B+ = 100 ",
71,164,0,Lu,,0,keV,,"1(-)",,3.15,m,0.02,,,,,,,,-54642.376,keV,27.945,"EC+B+ = 100 ",
71,165,0,Lu,,0,keV,,"1/2+",,10.74,m,0.1,,,,,,,,-56442.248,keV,26.539,"EC+B+ = 100 ",
71,166,0,Lu,,0,keV,,"6-",,2.65,m,0.1,,,,,,,,-56020.987,keV,29.808,"EC+B+ = 100 ",
71,166,1,Lu,,34.37,keV,0.22,"3(-)",,1.41,m,0.1,,,,,,,,-55986.617,keV,29.80881185153142,"EC+B+ = 58 5,IT = 42 5",
71,166,2,Lu,,43,keV,0.4,"0-",,2.12,m,0.1,,,,,,,,-55977.987,keV,29.810683722450914,"EC+B+ = 80 ,IT = 20 ",
71,167,0,Lu,,0,keV,,"7/2+",,52,m,0.9,,,,,,,,-57526.281,keV,37.26,"EC+B+ = 100 ",
71,167,1,Lu,,33.7,keV,0.4,"1/2+",,1,m,,,,,,,,,-57492.581000000006,keV,37.26214701275277,"EC+B+?,IT?",
71,168,0,Lu,,0,keV,,"6-",,5.5,m,0.1,,,,,,,,-57072.832,keV,37.973,"EC+B+ = 100 ",
71,168,1,Lu,,160,keV,40,"3+",,6.6,m,0.4,,,,,,,,-56912.832,keV,55.1538641348002,"EC+B+ = 99.6 0.4,IT = 0.4 0.4",
71,169,0,Lu,,0,keV,,"7/2+",,34.06,h,0.05,,,,,,,,-58082.527,keV,3.005,"EC+B+ = 100 ",
71,169,1,Lu,,29,keV,0.5,"1/2-",,160,s,10,,,,,,,,-58053.527,keV,3.0463133456688265,"IT = 100 ",
71,170,0,Lu,,0,keV,,"0+",,2.01,d,0.02,,,,,,,,-57306.234,keV,16.843,"EC+B+ = 100 ",
71,170,1,Lu,,92.91,keV,0.09,"(4)-",,0.67,s,0.1,,,,,,,,-57213.32399999999,keV,16.843240454259387,"IT = 100 ",
71,171,0,Lu,,0,keV,,"7/2+",,8.25,d,0.02,,,,,,,,-57828.465,keV,1.862,"EC+B+ = 100 ",
71,171,1,Lu,,71.13,keV,0.08,"1/2-",,78,s,2,,,,,,,,-57757.335,keV,1.8637177897954402,"IT = 100 ",
71,172,0,Lu,,0,keV,,"4-",,6.702,d,0.017,,,,,,,,-56736.076,keV,2.336,"EC+B+ = 100 ",
71,172,1,Lu,,41.86,keV,0.04,"1-",,3.7,m,0.5,,,,,,,,-56694.216,keV,2.3363424406537665,"IT = 100 ",
71,173,0,Lu,,0,keV,,"7/2+",,1.37,y,0.01,,,,,,,,-56881.014,keV,1.567,"EC = 100 ",
71,174,0,Lu,,0,keV,,"1-",,3.31,y,0.05,,,,,,,,-55570.292,keV,1.567,"EC+B+ = 100 ",
71,174,1,Lu,,170.83,keV,0.05,"6-",,142,d,2,,,,,,,,-55399.462,keV,1.567797499679088,"IT = 99.38 0.02,EC = 0.62 0.02",
71,175,0,Lu,,0,keV,0,"7/2+",,STABLE,,,,,,,,97.401,0.013,-55165.678,keV,1.207,,
71,176,0,Lu,,0,keV,,"7-",,37142795493,y,187473737,,,,,,2.599,0.013,-53382.333,keV,1.212,"B- = 100 ",
71,176,1,Lu,,122.845,keV,0.004,"1-",,3.6746,h,0.0062,,,,,,,,-53259.488,keV,1.2120066006420922,"B- = 99.905 0.016,EC = 0.095 0.016",
71,177,0,Lu,,0,keV,,"7/2+",,6.6472,d,0.0016,,,,,,,,-52383.903,keV,1.221,"B- = 100 ",
71,177,1,Lu,,970.1757,keV,0.0024,"23/2-",,160.35,d,0.28,,,,,,,,-51413.7273,keV,1.2210023587200807,"B- = 77.3 0.08,IT = 22.7 0.08",
71,178,0,Lu,,0,keV,,"1(+)",,28.4,m,0.2,,,,,,,,-50337.881,keV,2.251,"B- = 100 ",
71,178,1,Lu,,123.8,keV,2.6,"(9-)",,23.2,m,0.3,,,,,,,,-50214.081,keV,3.4390407092676294,"B- = 100 ",
71,179,0,Lu,,0,keV,,"7/2+",,4.59,h,0.06,,,,,,,,-49059.013,keV,5.15,"B- = 100 ",
71,180,0,Lu,,0,keV,,"5+",,5.6,m,0.2,,,,,,,,-46676.476,keV,70.725,"B- = 100 ",
71,181,0,Lu,,0,keV,,,,3.5,m,0.3,,,,,,,,-44797.414,keV,125.752,"B- = 100 ",
71,182,0,Lu,,0,keV,,,,2,m,0.2,,,,,,,,-41770,keV,200,"B- = 100 ",
71,183,0,Lu,,0,keV,,,,58,s,4,,,,,,,,-39716.114,keV,80.108,"B- = 100 ",
71,184,0,Lu,,0,keV,,"(3+)",,19,s,2,,,,,,,,-36300,keV,200,"B- = 100 ",
71,185,0,Lu,,0,keV,0,,,,,,,,,,,,,-33960,keV,300,"B- = 100 0",
71,186,0,Lu,,0,keV,0,,,,,,,,,,,,,-30320,keV,400,"B- = 100 0",
71,187,0,Lu,,0,keV,,,,,,,,,,,,,,-27770,keV,400,"B- = 100 0,B-N?",
